Order ID,Order Date,Region,Product Category,Sales Amount,Quantity Sold,Discount (%),Profit,Profit Margin
77fcb547,18-03-24,West,Furniture,3200.45,35,44,1908.14,60%
f1c574d7,05-08-23,North,Sports,2611.96,12,9,264.14,10%
dcc1ac33,24-10-23,West,Furniture,701.35,18,23,1853.85,264%
4f46b773,27-03-24,West,Clothing,579.08,18,0,482.13,83%
82cf432f,15-04-24,North,Clothing,1543.72,2,11,1745.53,113%
6c150ad1,04-04-24,South,Clothing,3242.24,37,49,447.53,14%
1d17a9ba,07-02-24,West,Sports,3205.57,9,26,1403.00,44%
954defb3,22-10-24,West,Sports,4326.95,25,44,683.97,16%
b8cf2057,23-08-24,West,Groceries,4237.95,28,46,1882.05,44%
34219740,31-08-23,East,Clothing,2654.90,27,6,386.79,15%
fbc28882,11-05-24,North,Electronics,4725.34,30,36,143.62,3%
8af57170,03-04-24,West,Sports,4913.43,6,29,1526.48,31%
6f8e2e53,10-04-24,South,Electronics,3606.92,23,15,296.84,8%
7f9d7b0a,25-11-23,West,Furniture,3181.67,34,9,488.45,15%
72f820e0,03-07-23,West,Groceries,2379.51,39,5,1714.22,72%
fd21c89e,05-06-23,South,Sports,1467.12,11,5,400.53,27%
dbfd8eda,16-10-24,South,Sports,2869.73,9,8,675.46,24%
fc64a845,30-09-24,North,Clothing,275.35,29,25,1860.04,676%
b46d3a09,10-02-24,East,Clothing,3956.33,38,48,472.99,12%
31275d77,26-07-24,West,Furniture,777.75,39,29,437.32,56%
c6bd8f59,10-08-23,West,Furniture,2033.72,21,12,455.32,22%
f36a93e8,08-02-24,South,Furniture,2067.49,44,21,972.12,47%
5d0b3362,30-01-24,North,Furniture,804.25,17,42,219.60,27%
febc5765,08-04-23,West,Clothing,3192.94,26,43,1184.28,37%
c140e680,22-10-23,South,Groceries,3961.53,22,49,62.46,2%
189d9a16,06-12-22,East,Groceries,4673.93,36,37,598.58,13%
ce94d9e5,19-02-24,North,Sports,3075.53,33,29,757.09,25%
fc1786d7,11-03-23,West,Clothing,4298.16,40,45,1874.36,44%
7a6e45a6,20-01-24,South,Electronics,3686.95,15,44,1554.25,42%
68d2554b,10-03-24,North,Clothing,2440.89,44,49,349.44,14%
537c9674,04-12-22,North,Sports,1958.06,44,21,972.58,50%
de4a361c,13-08-24,South,Sports,1011.30,6,14,369.32,37%
5d071d51,16-02-23,North,Clothing,2472.14,45,40,635.90,26%
be78f6ab,10-06-23,South,Electronics,4762.26,44,47,1384.65,29%
ef6b27b1,22-03-24,North,Furniture,4551.51,4,0,1384.53,30%
b3fd3b43,26-08-23,West,Clothing,778.34,28,31,110.66,14%
56d1b126,20-03-23,West,Clothing,3323.74,29,38,1390.50,42%
2aa74185,20-03-24,East,Clothing,4040.89,2,7,1717.12,42%
42887d0a,11-12-22,West,Furniture,1870.44,45,6,1800.42,96%
6f086147,16-09-24,West,Groceries,3142.49,42,7,1981.52,63%
aaab65c1,04-09-23,East,Clothing,4466.64,40,38,214.72,5%
1d3b7c79,01-10-24,East,Electronics,2986.40,31,20,659.21,22%
5acf86eb,24-04-23,East,Sports,1986.99,6,33,1890.48,95%
471abf03,25-12-22,West,Clothing,2093.93,6,31,486.63,23%
3c893410,08-06-24,West,Electronics,4584.59,3,25,1530.29,33%
6d8737a7,29-03-24,East,Clothing,974.86,38,48,871.02,89%
14329fd2,28-03-24,South,Electronics,1313.21,48,8,1906.22,145%
55ba682c,10-12-23,South,Groceries,4212.21,21,41,1806.23,43%
20e55f71,02-09-23,West,Electronics,2406.15,37,18,616.26,26%
36cc978d,27-07-23,East,Furniture,3494.36,13,13,561.04,16%
c95570bc,06-04-24,South,Clothing,3724.52,42,13,1947.91,52%
4d661990,19-11-23,East,Furniture,4350.38,3,14,513.85,12%
1e02a5a1,06-08-24,West,Clothing,4373.81,24,29,631.04,14%
fc771290,14-02-23,West,Sports,4101.04,34,3,1751.16,43%
2d594c6e,25-08-24,South,Groceries,3326.03,8,4,482.77,15%
66fe1ee8,21-10-23,East,Groceries,669.76,34,8,720.04,108%
ccd859f7,14-10-24,North,Furniture,2906.79,31,33,130.99,5%
50f52099,22-09-24,East,Groceries,1083.31,6,12,1002.46,93%
9edb0beb,07-07-24,South,Groceries,193.64,36,17,818.94,423%
84809441,05-03-23,West,Groceries,3154.25,43,28,467.13,15%
f915bb3e,08-02-24,West,Furniture,4809.31,15,37,274.91,6%
d41aacf2,15-02-24,South,Clothing,2267.37,4,23,606.70,27%
0b4791c1,07-09-23,South,Electronics,398.13,42,17,908.46,228%
d34ba86c,15-11-24,West,Electronics,1692.79,12,50,447.22,26%
20bae741,09-09-24,West,Sports,1834.43,48,30,1710.58,93%
52e26a32,10-11-23,South,Groceries,2753.34,47,40,1174.14,43%
e482e887,18-06-24,East,Clothing,4388.68,42,24,15.98,0%
060b0ccd,08-03-24,East,Electronics,4667.93,24,11,916.86,20%
1055e487,15-08-23,West,Sports,976.14,13,15,129.28,13%
25d69302,04-03-24,East,Electronics,281.39,2,41,1128.30,401%
c583d505,24-01-24,East,Electronics,1460.11,38,17,319.16,22%
485b42e0,28-11-22,West,Clothing,1022.02,38,20,1355.93,133%
759d62f1,07-10-24,North,Clothing,2637.37,45,33,1725.56,65%
a0f9f315,30-11-22,East,Sports,1538.27,13,34,607.27,39%
be5ab23f,13-03-23,East,Groceries,3269.09,50,9,810.69,25%
5f940738,29-05-23,North,Electronics,417.48,1,11,1447.27,347%
6a843d38,04-08-23,East,Groceries,4804.39,41,41,429.51,9%
72439b92,22-03-24,North,Furniture,109.58,37,35,1367.03,1248%
24848155,02-11-23,East,Electronics,1304.68,48,34,675.29,52%
10ee7332,15-06-23,West,Electronics,841.35,29,5,223.56,27%
4e18bc68,04-09-24,North,Electronics,242.92,49,6,1099.38,453%
65180b6f,29-01-23,South,Clothing,1107.83,31,5,590.08,53%
7ce0a0bb,22-06-24,North,Groceries,2154.71,35,36,569.14,26%
5ec92f48,22-04-23,West,Furniture,4722.44,12,41,1992.71,42%
b1ea3d59,30-09-24,East,Clothing,4055.55,17,48,1536.46,38%
05bfd15d,26-10-23,East,Clothing,4581.83,30,46,1556.48,34%
bb83ce41,19-09-24,West,Electronics,714.76,22,40,660.57,92%
e0802730,28-01-24,East,Furniture,3971.01,45,37,1437.34,36%
cad02e49,18-02-24,North,Furniture,756.27,44,7,839.15,111%
53d53fa3,18-06-24,South,Groceries,3932.01,47,40,892.77,23%
ede177ae,09-08-24,North,Sports,4313.04,33,19,873.86,20%
2ef0e191,15-03-24,West,Electronics,2880.15,49,15,1742.36,60%
995d80cf,26-08-24,East,Groceries,443.68,43,7,261.15,59%
e7424c4b,12-07-23,South,Clothing,750.99,46,6,1346.95,179%
fb4154bb,21-10-24,West,Electronics,4836.93,20,40,466.79,10%
7153f5fc,17-03-24,West,Sports,1283.88,49,1,1740.72,136%
2b501596,26-08-24,South,Clothing,4424.48,41,46,374.90,8%
efcdd763,15-01-24,East,Electronics,3156.44,2,12,89.58,3%
5fea9a34,10-06-23,North,Furniture,2642.20,9,20,1152.94,44%
3cdb77f0,21-03-24,North,Groceries,89.82,8,29,1421.27,1582%
144140fd,28-01-24,South,Furniture,2010.13,31,13,622.95,31%
c551638f,12-08-23,East,Groceries,2174.97,31,9,1022.89,47%
77b46a78,17-05-24,South,Groceries,1684.31,2,37,1995.53,118%
775f41c0,09-01-24,North,Clothing,1246.91,44,45,1338.04,107%
8df2ec8e,06-01-24,East,Clothing,3341.24,43,20,1604.84,48%
3f1e794c,08-12-23,East,Sports,734.13,4,21,1579.60,215%
e255a0a9,24-06-24,East,Clothing,3713.15,23,35,778.03,21%
7fcbef1d,02-07-24,North,Electronics,1847.34,49,44,1068.56,58%
13a78d6e,15-03-24,South,Clothing,1072.60,33,9,1702.79,159%
38640410,14-08-24,North,Electronics,1290.36,50,17,1855.82,144%
c6305e7e,15-10-24,South,Groceries,594.74,36,16,1673.95,281%
20ab50f4,28-01-23,West,Groceries,3029.39,14,46,731.82,24%
189f98e7,23-01-24,West,Groceries,1133.72,41,5,1083.65,96%
85daa09e,16-01-24,South,Groceries,1715.28,12,12,1454.94,85%
9fbc58b4,22-02-24,West,Electronics,3001.85,45,41,1125.27,37%
8284fa46,23-10-24,East,Groceries,3981.19,43,34,1545.10,39%
d75fa2d0,06-07-23,South,Furniture,4835.71,17,15,140.03,3%
e59c9ee5,04-12-23,West,Furniture,807.55,26,9,1887.56,234%
51aa04a5,15-02-23,South,Electronics,4846.66,48,13,484.77,10%
093e0828,28-08-24,South,Electronics,942.53,27,29,234.32,25%
27b6cc92,17-09-23,North,Groceries,4468.10,31,27,413.69,9%
b8b972a6,13-08-24,North,Electronics,1539.39,41,24,735.20,48%
d8978af1,14-07-24,West,Electronics,4432.65,17,2,70.95,2%
486d8c67,10-05-23,North,Sports,3665.80,19,26,1962.26,54%
f9b11cc2,17-09-23,East,Sports,3570.62,4,23,819.96,23%
08a61baa,17-10-24,South,Clothing,1365.35,49,49,966.61,71%
12c2f578,20-03-24,North,Clothing,2187.34,41,33,891.68,41%
133ce890,31-01-23,North,Clothing,4619.55,34,7,1034.50,22%
943906cc,16-01-24,West,Sports,666.03,20,25,615.03,92%
15664a8f,18-06-23,South,Clothing,2224.18,37,47,407.87,18%
b59421b3,14-10-23,South,Furniture,1552.00,18,24,1316.94,85%
95e2f716,09-03-23,South,Electronics,2958.85,44,37,1330.37,45%
f227b475,13-09-24,South,Groceries,4314.87,39,40,1365.13,32%
65d94150,21-08-23,West,Sports,1496.03,41,15,106.27,7%
25b344b7,13-04-23,West,Furniture,4212.02,38,20,737.78,18%
e17e97a0,17-10-24,West,Sports,3878.86,40,48,1048.33,27%
89d74acc,09-02-24,North,Electronics,1979.35,21,13,907.03,46%
139bfea2,02-03-24,North,Furniture,306.80,10,16,1607.25,524%
b783bb36,14-02-24,North,Clothing,1511.40,37,3,1648.83,109%
dca20619,27-10-24,West,Electronics,3419.30,3,41,1524.02,45%
4b867008,18-09-23,North,Furniture,4656.65,10,41,1672.80,36%
77f14195,03-06-23,East,Groceries,414.85,49,14,962.56,232%
65e61350,04-05-23,East,Groceries,886.58,15,10,1483.68,167%
1e920d1e,25-12-23,South,Groceries,1043.81,15,40,409.33,39%
803f4cee,30-06-23,East,Furniture,1549.71,37,46,1238.28,80%
f04efb34,02-03-24,North,Furniture,2272.56,44,20,221.94,10%
9482da89,02-12-23,West,Furniture,4916.27,11,40,1054.39,21%
5a49bf11,30-08-24,South,Groceries,55.33,41,45,1699.31,3071%
c54b1dc1,28-02-24,West,Groceries,3625.04,33,13,1335.03,37%
a7ae15f0,11-06-23,South,Sports,4509.39,49,33,732.88,16%
fae4ef8f,15-03-23,North,Electronics,3734.62,48,22,451.93,12%
0189675c,19-08-24,North,Groceries,4433.99,3,10,757.74,17%
e1a9f4e9,12-07-23,West,Sports,867.70,38,41,1625.20,187%
9698822b,29-10-24,West,Electronics,3023.71,41,8,455.26,15%
4d064488,13-08-24,South,Groceries,2426.64,3,2,1634.05,67%
7db5b2d0,12-09-24,South,Groceries,3068.25,45,23,107.33,3%
5b5c8eb9,03-02-23,South,Sports,2828.25,5,44,1759.06,62%
248b8256,30-07-23,North,Sports,2085.47,42,19,716.16,34%
909cd94d,25-04-23,North,Groceries,142.56,23,50,993.32,697%
d4690c13,15-05-24,West,Furniture,2926.63,23,1,1421.39,49%
30912e0b,02-09-24,West,Sports,3504.64,11,4,1269.14,36%
28dbf2e6,11-09-24,North,Sports,3806.78,2,44,401.76,11%
f09dda05,16-08-23,South,Furniture,4630.57,19,30,501.61,11%
6.93E+27,20-03-24,West,Electronics,562.66,46,42,348.54,62%
acc86e41,28-02-24,South,Groceries,1023.79,5,12,1985.69,194%
b7a15b7c,11-07-24,East,Furniture,3652.59,35,30,402.83,11%
7a9632a5,12-02-24,East,Groceries,1655.44,25,32,1183.60,71%
226a19ca,23-10-24,South,Clothing,378.63,17,32,1801.88,476%
ef092e36,07-04-24,East,Groceries,4052.53,35,36,354.12,9%
fe225957,26-10-24,East,Sports,1807.03,14,39,91.85,5%
9cd7a7af,08-10-23,North,Groceries,2918.32,6,15,1902.42,65%
d30bc85e,07-01-23,South,Electronics,411.40,11,36,959.11,233%
42331582,14-04-24,West,Clothing,2899.67,8,11,335.03,12%
bb6832d1,20-02-24,South,Clothing,566.52,11,22,443.67,78%
ad7a0c8d,05-04-23,North,Clothing,3281.47,17,4,414.48,13%
dc768ec6,07-03-23,East,Electronics,1914.20,38,22,1117.12,58%
2f73d37f,08-10-24,West,Electronics,377.71,23,22,1911.22,506%
988052ec,20-09-23,South,Groceries,4117.80,21,8,646.32,16%
5646f389,19-07-23,East,Furniture,4574.11,41,49,1647.44,36%
cb01a259,11-07-23,East,Electronics,2565.13,31,45,1193.14,47%
f104853e,23-11-22,North,Electronics,238.89,5,46,669.05,280%
c49dd3a1,25-09-23,East,Sports,4016.78,13,9,113.09,3%
93fc02eb,28-06-24,North,Groceries,1654.90,6,6,662.08,40%
0f653b1c,25-06-24,West,Furniture,3493.46,2,0,1324.31,38%
80be5bd9,25-05-23,East,Sports,3964.45,18,0,554.67,14%
f2e775fb,14-05-24,South,Sports,4829.17,6,10,1214.35,25%
9e4ed6a9,27-07-24,East,Clothing,1750.50,35,33,658.25,38%
d8a28d51,19-06-24,West,Electronics,2553.42,37,19,60.86,2%
81d930b3,05-10-23,North,Clothing,3447.74,46,32,786.37,23%
f81023f8,28-07-23,North,Furniture,3709.48,2,8,639.24,17%
d946eb4e,03-08-24,South,Clothing,1304.73,10,27,364.52,28%
a061db87,08-01-24,South,Furniture,4084.00,17,48,596.29,15%
ce6ab304,27-11-22,West,Electronics,2596.75,16,5,558.45,22%
84554ee3,31-10-23,South,Furniture,3442.22,1,25,1527.65,44%
0a0e5f27,22-04-24,West,Clothing,1413.86,31,1,1102.28,78%
63ddd0c0,08-03-23,North,Electronics,4068.17,4,39,452.97,11%
e1e3a8ec,28-01-24,East,Groceries,3478.36,13,39,1714.89,49%
0077729e,28-04-24,East,Electronics,172.12,31,7,1434.94,834%
3af6500a,22-05-23,South,Sports,2052.82,10,49,1524.00,74%
4061d389,02-07-24,North,Clothing,1524.48,29,6,1342.96,88%
e6863ad2,08-07-24,North,Sports,211.54,34,3,1767.47,836%
9f9b9175,30-04-24,West,Clothing,3026.39,19,9,1437.90,48%
7cf9ad33,22-10-24,North,Furniture,3958.88,24,32,287.31,7%
58675f98,18-07-23,West,Sports,1436.92,9,33,404.82,28%
8364a965,31-12-23,West,Clothing,1949.45,28,8,1349.58,69%
3ff060c1,20-03-24,South,Clothing,2580.63,3,27,291.30,11%
ab74e2a1,20-07-23,South,Electronics,2879.99,16,17,740.84,26%
f83f2a15,23-09-23,West,Clothing,1079.75,9,1,1343.05,124%
bd4ce011,30-08-24,East,Electronics,4808.54,29,4,556.36,12%
5b86f700,27-08-24,East,Clothing,4773.25,22,24,675.89,14%
6bc3b484,15-03-24,East,Sports,3692.33,13,12,775.85,21%
83c6d034,11-12-23,West,Sports,247.63,44,39,1134.84,458%
f44ad0c8,19-09-23,South,Groceries,2692.92,50,35,1242.97,46%
819b9c7d,30-10-23,East,Groceries,672.79,3,3,1885.71,280%
230be141,17-12-23,North,Clothing,1517.75,36,34,57.77,4%
2fd113b1,28-01-24,East,Groceries,4911.19,2,4,1616.17,33%
41e2073a,06-06-23,West,Furniture,2203.72,48,7,426.65,19%
1e6ad9de,06-10-24,East,Furniture,1020.23,16,42,1981.00,194%
4d2a8a4e,02-02-24,East,Sports,97.62,15,8,1198.93,1228%
9157db4a,06-12-23,West,Clothing,1558.49,1,14,1472.67,94%
ad4ac960,17-05-24,South,Sports,3179.71,15,19,593.10,19%
f0511f8d,11-03-24,West,Groceries,4179.08,48,12,223.86,5%
9190ecb4,15-02-24,East,Electronics,3248.43,7,4,894.86,28%
3304189c,05-09-24,South,Sports,319.47,44,48,380.72,119%
3cf9dd14,17-01-24,South,Clothing,4085.94,42,21,577.83,14%
d6ac9837,14-07-24,South,Furniture,3987.19,4,16,1545.85,39%
c42ee80a,22-09-23,South,Furniture,4856.72,29,6,569.90,12%
9e86a2a7,17-12-22,South,Electronics,60.60,36,25,1647.95,2719%
7b565d84,11-01-23,South,Furniture,1507.53,44,50,1644.04,109%
4ee86730,05-03-24,East,Furniture,766.69,49,38,727.74,95%
7ce01f18,25-01-23,West,Groceries,2057.29,24,44,155.36,8%
90a75e3f,05-08-24,East,Clothing,2779.51,30,35,1728.82,62%
ddcaf032,26-06-23,West,Furniture,4639.08,16,45,312.23,7%
f2ca1f2b,23-11-23,South,Groceries,3589.59,22,21,1651.85,46%
39bde97e,08-10-24,North,Electronics,3216.82,26,15,1560.98,49%
cf91bcb4,10-02-23,North,Sports,1343.01,32,21,1885.05,140%
f6908d82,25-02-23,South,Electronics,1609.22,15,30,272.51,17%
a274199f,08-09-23,North,Furniture,3556.04,24,19,818.92,23%
414000,08-12-23,West,Groceries,4004.60,24,27,1817.26,45%
7327250c,28-04-24,East,Sports,3149.42,6,12,1455.18,46%
433f42de,13-02-23,East,Electronics,2681.06,17,19,995.24,37%
05023f25,11-02-24,North,Clothing,4537.30,18,20,1144.02,25%
56712128,20-03-23,East,Furniture,759.01,34,19,1770.40,233%
52502049,04-08-24,East,Sports,4270.36,44,6,763.55,18%
eb59f5b8,16-05-23,West,Furniture,4549.29,50,20,1790.15,39%
0fad6656,05-10-24,West,Sports,2927.12,17,25,1366.81,47%
7378d6ab,08-07-23,North,Groceries,1539.97,5,18,575.62,37%
1f6f4e00,29-12-22,North,Furniture,2773.39,21,29,919.37,33%
989cda6a,02-12-22,North,Sports,1366.32,6,29,1877.11,137%
2a479aec,19-11-22,South,Electronics,2651.93,9,38,820.33,31%
98906acd,17-03-23,East,Electronics,2405.97,4,44,153.94,6%
590062ec,26-07-24,North,Furniture,1862.27,37,50,889.00,48%
751b43e1,04-09-24,South,Sports,4871.51,44,44,1085.83,22%
94d18005,09-12-23,West,Electronics,4096.68,22,13,111.18,3%
dacfdb82,20-12-22,North,Clothing,4977.12,21,25,1405.67,28%
89d41ab7,25-09-24,West,Sports,874.58,22,28,774.03,89%
db143e67,14-12-23,West,Furniture,3707.34,16,41,1438.79,39%
9cf7d2c7,09-08-23,North,Groceries,4452.50,22,29,414.87,9%
453ed925,05-06-24,North,Furniture,4113.75,6,41,1894.47,46%
ce70e916,30-10-24,East,Furniture,391.39,16,10,436.10,111%
ca666eed,18-08-24,East,Electronics,4045.27,7,23,1298.47,32%
28104822,30-11-22,West,Groceries,3336.75,12,9,1459.86,44%
97800517,21-01-23,West,Furniture,1419.80,4,21,1310.34,92%
79fdecad,17-07-23,East,Furniture,3853.52,42,31,762.66,20%
ec49afd2,26-05-24,West,Electronics,3480.38,5,8,1708.24,49%
1d30b5dd,01-05-23,West,Sports,3897.72,11,10,109.22,3%
a5fde163,11-06-23,East,Groceries,1068.09,35,35,75.05,7%
0c0976d1,18-01-24,South,Groceries,1423.48,18,3,1936.82,136%
25be97f8,24-07-24,West,Furniture,4605.29,35,1,251.25,5%
bceef920,15-11-24,East,Groceries,2071.72,38,12,173.32,8%
cbef8944,22-10-24,West,Clothing,2846.29,4,36,1461.22,51%
867b7d9a,11-08-24,East,Clothing,1977.73,27,5,419.59,21%
5886bbbe,09-07-23,South,Sports,540.70,39,5,676.40,125%
eb920f2b,20-02-24,South,Furniture,2921.68,6,19,739.34,25%
0c0f9494,14-05-23,East,Furniture,2124.34,36,15,677.53,32%
3acec038,26-07-24,West,Electronics,4225.94,38,13,425.34,10%
d2a66fda,11-11-24,East,Furniture,279.42,50,32,1091.49,391%
d0eed47d,03-11-24,North,Clothing,1016.75,27,47,252.06,25%
f9e1f66b,31-03-24,West,Clothing,127.13,11,18,1889.27,1486%
f29a74e3,22-10-23,North,Furniture,2094.33,3,27,1442.95,69%
cb507c7e,04-11-24,West,Clothing,4812.93,46,37,1699.76,35%
af898786,17-03-23,East,Electronics,2836.28,14,34,1699.89,60%
a9fc7d8d,25-06-23,North,Groceries,2222.76,25,39,86.10,4%
b167716d,10-02-23,West,Electronics,2717.32,10,21,455.13,17%
7942cc19,03-02-23,South,Sports,3144.62,21,43,878.72,28%
7c7dde05,02-03-23,North,Sports,4920.76,7,46,547.64,11%
ed7c8299,09-07-24,East,Electronics,91.86,15,26,1642.44,1788%
ffa50d1a,21-06-24,West,Sports,3050.85,5,37,1759.17,58%
885dd27a,28-02-23,East,Electronics,4011.18,13,39,286.27,7%
b75bfc3c,15-05-23,East,Electronics,3727.65,33,40,613.41,16%
a4d6797b,18-03-24,West,Sports,295.83,1,28,763.82,258%
3cee1dd2,13-08-24,South,Sports,1637.41,42,17,1392.95,85%
638d115b,16-07-24,North,Furniture,4408.69,40,8,1878.20,43%
bdfe467d,13-08-24,South,Clothing,3507.78,2,10,1280.00,36%
7ad2364b,27-04-23,East,Sports,3219.12,40,47,410.95,13%
132614a1,29-05-23,East,Sports,4974.53,13,40,1839.91,37%
59f29eb7,22-08-24,East,Sports,2970.94,38,11,1108.11,37%
a8808f32,11-01-24,North,Groceries,233.97,36,30,1731.08,740%
8f7f4a5c,20-03-24,West,Electronics,2440.59,18,1,1077.87,44%
2d7a7e75,24-04-24,South,Clothing,2555.19,31,31,1960.03,77%
ebd012a4,20-10-24,South,Electronics,420.03,24,18,475.42,113%
71c9323f,09-07-24,East,Sports,4460.49,5,39,1925.90,43%
2d0364d9,12-12-23,North,Furniture,4418.97,38,11,1967.53,45%
e3999615,25-07-23,East,Electronics,1704.10,27,17,1824.27,107%
818af409,30-05-23,East,Sports,745.39,2,19,1100.84,148%
0579a5a7,29-12-23,West,Sports,649.26,40,14,757.00,117%
144e9314,03-04-23,North,Sports,2408.98,21,37,29.78,1%
3b28fbc5,19-02-24,East,Groceries,4082.80,12,29,851.16,21%
1dbb0d69,09-09-23,South,Clothing,3009.98,37,20,1487.33,49%
089eb598,30-05-23,South,Electronics,871.82,15,21,1061.26,122%
12ead8ea,22-01-23,South,Electronics,3463.68,3,10,1056.50,31%
d8d7b0e9,12-09-24,South,Groceries,102.92,10,18,75.51,73%
d98574f7,17-04-23,West,Clothing,575.83,30,36,595.99,104%
95ffa73c,23-10-24,South,Groceries,1045.94,14,35,949.18,91%
6cc89613,07-10-24,North,Electronics,2534.15,48,14,1945.75,77%
98762cd7,30-01-24,North,Electronics,1960.25,11,13,748.75,38%
29e3a375,02-08-24,South,Furniture,2596.28,31,43,987.08,38%
ab2bafe7,01-09-23,West,Furniture,3169.77,2,23,469.50,15%
aaada8e1,10-11-23,North,Sports,4786.79,49,31,1157.44,24%
ece4267c,27-02-23,South,Groceries,4174.52,13,45,1421.91,34%
0a1ac4ae,06-06-24,West,Clothing,1539.61,32,8,1760.12,114%
c6a19816,25-06-23,East,Electronics,2444.57,18,22,1353.85,55%
ba5d49d6,11-04-23,North,Sports,838.00,46,7,927.43,111%
c1fe75eb,25-01-23,North,Furniture,2481.98,36,34,942.28,38%
962235cd,10-07-23,East,Furniture,3040.43,23,1,1393.42,46%
30bee8e1,08-12-22,West,Sports,4123.21,33,4,1284.49,31%
d279429a,28-04-24,West,Sports,3768.99,27,48,322.49,9%
9977840,22-11-22,West,Electronics,3415.18,22,16,1209.38,35%
995d265e,12-10-23,East,Furniture,4197.05,7,1,786.25,19%
89985341,01-10-24,West,Sports,550.32,47,43,266.73,48%
158e1f71,22-11-22,South,Groceries,2850.88,32,43,1655.20,58%
18c0a4f6,30-05-24,West,Groceries,2978.57,39,2,1192.78,40%
829a8c38,05-01-24,East,Groceries,4096.70,3,34,197.90,5%
f2d8fcdd,04-09-23,North,Clothing,3270.34,5,34,1791.93,55%
6ee6adba,15-11-23,South,Electronics,2019.57,29,40,1315.87,65%
5369b845,26-02-23,South,Furniture,2384.75,6,13,1023.93,43%
b366f12e,13-11-23,North,Furniture,2520.82,4,4,205.64,8%
dd0806a2,11-09-24,East,Groceries,2739.22,50,19,1283.86,47%
447bd99f,08-12-22,East,Furniture,3613.91,20,40,818.36,23%
4f5dbcf1,20-08-23,West,Electronics,3609.71,34,23,1827.57,51%
919167dd,06-03-24,North,Groceries,3954.11,6,26,391.85,10%
6e0505b3,06-09-24,South,Furniture,1660.01,48,2,1496.45,90%
795816c5,31-08-23,West,Clothing,498.96,19,10,362.15,73%
3be31651,02-07-24,South,Electronics,3763.11,14,42,1467.49,39%
a618c2fa,06-02-24,South,Clothing,2839.76,43,18,1688.64,59%
c282e473,05-08-23,South,Groceries,2965.78,13,1,1761.57,59%
c02379da,13-10-24,West,Electronics,3470.12,35,23,1432.91,41%
1093a721,29-05-23,West,Furniture,4342.58,2,50,1344.20,31%
d19198d1,31-07-23,West,Sports,398.36,24,26,920.90,231%
111fb4d8,21-11-23,North,Electronics,1815.96,47,1,99.96,6%
27795224,18-02-24,East,Electronics,4417.65,44,19,326.76,7%
40fd3745,24-03-24,East,Groceries,729.54,49,38,954.07,131%
443160fb,04-07-24,East,Furniture,4492.50,21,37,398.28,9%
6E+274,06-03-23,West,Groceries,2167.95,29,13,1596.70,74%
45c0aee4,10-01-24,North,Furniture,3231.32,25,7,566.10,18%
c31ce07a,15-01-23,East,Furniture,1765.58,16,2,1999.08,113%
00e38dde,17-02-24,East,Furniture,2864.29,44,15,191.74,7%
4cde5e95,25-03-24,West,Clothing,3885.51,30,41,1692.24,44%
d38b473f,23-10-24,South,Sports,1430.70,45,12,1707.93,119%
118f77c3,17-02-23,East,Groceries,2627.46,32,7,706.65,27%
f1bc03bc,09-08-24,West,Clothing,3686.53,31,18,716.82,19%
151ee8c0,25-02-24,North,Electronics,849.83,31,41,1857.13,219%
0905a65d,25-12-22,North,Clothing,781.23,23,7,799.28,102%
0f87df0e,14-02-24,West,Furniture,1571.57,23,49,1897.04,121%
7987c8e5,19-10-24,East,Clothing,1707.45,4,10,1690.55,99%
89b4cecf,02-10-24,North,Sports,1305.06,30,38,861.67,66%
f45880dc,31-07-23,North,Electronics,2462.60,1,7,1191.19,48%
91b6169e,30-05-23,West,Groceries,1450.91,31,33,1868.26,129%
5be78d84,06-03-24,South,Clothing,3750.82,20,4,221.78,6%
2561fa8e,11-08-23,West,Sports,4652.85,33,27,520.48,11%
